diario,titulo,contenido,fecha de extracción,contenido_depurado,resut_sentim,mejor_etiqueta,mejor_score
www.ambito.com,Inflación vs rentabilidad: la inversión ganadora que eligen cada vez más argentinos,"<p>Tras la baja de las tasas de interés, la tendencia desafía a los ahorristas a encontrar nuevas formas de obtener rentabilidades consistentes y previsibles. Con el horizonte en el mediano plazo, cuáles activos logran capitalizar y aumentar el patrimonio.</p>","Tue, 14 May 2024 00:00:00 -0300","Tras la baja de las tasas de interés, la tendencia desafía a los ahorristas a encontrar nuevas formas de obtener rentabilidades consistentes y previsibles. Con el horizonte en el mediano plazo, cuáles activos logran capitalizar y aumentar el patrimonio.",NEU,análisis macroeconómico,0.42527535557746887
www.ambito.com,Bitso anunció el lanzamiento de su Web3 Wallet y abre la puerta a la nueva era de internet,"<p><span class=""ignore-parser"">La Bitso Web3 Wallet vuelve más sencillo el ingreso a la Web3 y permite acceder a más de 2.000 tokens, conectarse con cientos de dApps y coleccionar NFTs desde la misma app. </span><span class=""ignore-parser"">Se calcula que el valor de mercado global de la Web3 alcanzará los 6.630 millones de dólares en 2024.</span></p>","Mon, 13 May 2024 20:30:50 -0300","La Bitso Web3 Wallet vuelve más sencillo el ingreso a la Web3 y permite acceder a más de 2.000 tokens, conectarse con cientos de dApps y coleccionar NFTs desde la misma app.Se calcula que el valor de mercado global de la Web3 alcanzará los 6.630 millones de dólares en 2024.",NEU,oportunidades de inversión,0.22051098942756653
www.ambito.com,El Banco Nación lanzó créditos para ayudar a productores afectados por la chicharrita,"<p>Se trata de créditos destinados a Inversión Productiva, con tasa fija del 26%, los primeros 3 años y para capital de trabajo, a una TNA desde el 33% y sin tope máximo para palear los desastres que causó la plaga que hizo caer la proyección de cosecha del maíz.</p>","Mon, 13 May 2024 19:53:00 -0300","Se trata de créditos destinados a Inversión Productiva, con tasa fija del 26%, los primeros 3 años y para capital de trabajo, a una TNA desde el 33% y sin tope máximo para palear los desastres que causó la plaga que hizo caer la proyección de cosecha del maíz.",NEU,análisis macroeconómico,0.7496999502182007
www.ambito.com,Hot Sale: revelan cuáles son los productos más buscados y cuánto es el descuento promedio,<p>El festival de descuentos digitales arrancó este lunes y se estirará hasta el miércoles de esta semana.</p>,"Mon, 13 May 2024 18:00:00 -0300",El festival de descuentos digitales arrancó este lunes y se estirará hasta el miércoles de esta semana.,NEU,tendencias del mercado,0.7960852384567261
www.ambito.com,"Quién es Rinat Akhmetov, el multimillonario más rico de Ucrania que vive en un refugio secreto por la guerra",<p>Es uno de los millonarios que más perdió por el enfrentamiento contra Rusia. Los perjuicios hacia sus compañías ascienden hasta los 10 mil millones de dólares.</p>,"Mon, 13 May 2024 17:30:00 -0300",Es uno de los millonarios que más perdió por el enfrentamiento contra Rusia. Los perjuicios hacia sus compañías ascienden hasta los 10 mil millones de dólares.,NEG,políticas monetarias,0.3416178524494171
www.ambito.com,Melinda Gates abandona la fundación filantrópica creada con Bill Gates,"<p>""Después de reflexión y pensarlo cuidadosamente, decidí renunciar a mi rol de copresidente de la Fundación Bill &amp; Melinda Gates"", escribió en un comunicado divulgado en redes sociales.</p>","Mon, 13 May 2024 14:29:00 -0300","""Después de reflexión y pensarlo cuidadosamente, decidí renunciar a mi rol de copresidente de la Fundación Bill & Melinda Gates"", escribió en un comunicado divulgado en redes sociales.",NEU,análisis macroeconómico,0.25770124793052673
www.ambito.com,Fate despedirá casi 100 trabajadores por la caída de las ventas,"<p>El fabricante de neumáticos Fate anunció un ""ajuste de su estructura"" a raíz de la ""pérdida de competitividad exportadora"" y la ""caída de demanda del mercado interno"".</p>","Mon, 13 May 2024 13:23:12 -0300","El fabricante de neumáticos Fate anunció un ""ajuste de su estructura"" a raíz de la ""pérdida de competitividad exportadora"" y la ""caída de demanda del mercado interno"".",NEG,políticas monetarias,0.5118876695632935
www.ambito.com,"Quién es Jensen Huang, el taiwanés que pasó de laver a platos a ser la 20° persona más rica del mundo",<p>El CEO de Nvidia es uno de los mayores millonarios del mundo tras la revolución que está generando la Inteligencia Artificial.</p>,"Mon, 13 May 2024 13:06:00 -0300",El CEO de Nvidia es uno de los mayores millonarios del mundo tras la revolución que está generando la Inteligencia Artificial.,POS,oportunidades de inversión,0.3895229995250702
www.ambito.com,Para el 33% de los argentinos el trabajo remoto es algo innegociable,"<p>Así lo reveló una encuesta de la consultora Randstad, que reflejó las expectativas, estados de ánimo y comportamiento de los trabajadores en 34 países, incluido la Argentina.</p>","Mon, 13 May 2024 13:04:31 -0300","Así lo reveló una encuesta de la consultora Randstad, que reflejó las expectativas, estados de ánimo y comportamiento de los trabajadores en 34 países, incluido la Argentina.",NEU,análisis macroeconómico,0.3281569182872772
www.ambito.com,Booking entró en la lista de empresas bajo vigilancia reforzada de la UE,"<p>La lista a la que ahora se suma Booking ya incluye a gigantes como Alphabet (Google), Amazon, Apple, Meta (Facebook e Instagram), Microsoft y ByteDance (TikTok).</p>","Mon, 13 May 2024 08:55:47 -0300","La lista a la que ahora se suma Booking ya incluye a gigantes como Alphabet (Google), Amazon, Apple, Meta (Facebook e Instagram), Microsoft y ByteDance (TikTok).",NEU,oportunidades de inversión,0.29604053497314453
www.ambito.com,Los idiomas y la dimensión cultural como factores de éxito en los vínculos comerciales,"<p>Diálogo con Florencia Pesce, Directora Académica del Centro Universitario de Idiomas (CUI).</p>","Mon, 13 May 2024 00:00:00 -0300","Diálogo con Florencia Pesce, Directora Académica del Centro Universitario de Idiomas (CUI).",NEU,mercados emergentes,0.34574827551841736
www.ambito.com,"Hot Sale: qué ofertas, descuentos y cuotas ofrecerán las marcas","<p>En esta oportunidad participarán casi 1.000 marcas. Como viene ocurriendo en los últimos años, se espera que muchos usuarios hagan compras cotidianas para stockearse de productos y tratar de darle pelea a la inflación, o adquirir bienes que vienen postergando a la espera de ofertas o financiación.</p>","Sun, 12 May 2024 16:38:00 -0300","En esta oportunidad participarán casi 1.000 marcas. Como viene ocurriendo en los últimos años, se espera que muchos usuarios hagan compras cotidianas para stockearse de productos y tratar de darle pelea a la inflación, o adquirir bienes que vienen postergando a la espera de ofertas o financiación.",NEU,mercados emergentes,0.3299473524093628
www.ambito.com,"Quién es María Fernanda Amorim, la multimillonaria más poderosa de Portugal gracias a los corchos","<p>Viuda del empresario Américo Amorim, cuenta con una fortuna de 4300 millones de euros, producto de la mayor empresa de corchos a nivel mundial.</p>","Sun, 12 May 2024 16:30:00 -0300","Viuda del empresario Américo Amorim, cuenta con una fortuna de 4300 millones de euros, producto de la mayor empresa de corchos a nivel mundial.",POS,análisis macroeconómico,0.31453627347946167
www.ambito.com,"Quién es Timothy Dexter, el multimillonario con más suerte de toda la historia que fingió su muerte",<p>Conocé la increíble historia de este extravagante millonario estadounidense del siglo XIII.</p>,"Sun, 12 May 2024 14:00:00 -0300",Conocé la increíble historia de este extravagante millonario estadounidense del siglo XIII.,POS,oportunidades de inversión,0.3630678057670593
www.iprofesional.com,"La inflación desaceleró: fue del 8,8% en abril y acumuló un 289,4% interanual","
                        
                        Según el Indec, la suba de precios interanual alcanzó la línea del 289,4%. Cuáles fueron los rubros que más aumentaron y qué anticipan consultoras
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=La inflación desaceleró: fue del 8,8% en abril y acumuló un 289,4% interanual&amp;location=https://www.iprofesional.com/economia/405958-alerta-por-los-precios-esta-fue-la-inflacion-de-abril&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 16:00:00 -0300","Según el Indec, la suba de precios interanual alcanzó la línea del 289,4%. Cuáles fueron los rubros que más aumentaron y qué anticipan consultoras",NEU,mercados emergentes,0.32486796379089355
www.iprofesional.com,Inflación 2024 en Argentina: la evolución mes a mes del índice de precio,"
                        
                        Rompiendo récords, los precios sufrieron aumentos promedios del 211% durante el 2023, ¿qué se espera para los primeros meses del 2024?
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Inflación 2024 en Argentina: la evolución mes a mes del índice de precio&amp;location=https://www.iprofesional.com/economia/396487-inflacion-2024-en-argentina-la-evolucion-mes-a-mes&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 16:00:00 -0300","Rompiendo récords, los precios sufrieron aumentos promedios del 211% durante el 2023, ¿qué se espera para los primeros meses del 2024?",NEG,políticas monetarias,0.29096144437789917
www.iprofesional.com,"Para el Gurú de la City, los bonos soberanos son una buena opción de inversión","
                        
                        Si el Gobierno tiene éxito en el Senado para aprobar la Ley Bases, tienen más margen para subir los bonos largos que los títulos cortos
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Para el Gurú de la City, los bonos soberanos son una buena opción de inversión&amp;location=https://www.iprofesional.com/finanzas/405802-el-dolar-no-es-negocio-que-inversion-recomienda-el-guru-de-la-city&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 15:16:00 -0300","Si el Gobierno tiene éxito en el Senado para aprobar la Ley Bases, tienen más margen para subir los bonos largos que los títulos cortos",NEU,análisis macroeconómico,0.2528548836708069
www.iprofesional.com,Ley de Bases: Pymes reclaman al Congreso que se rechacen los beneficios para grandes inversiones,"
                        
                        Aseguran que será el final del sector por las ventajas competitivas que se le otorgan a las grandes empresas. Qué dijeron de las importaciones
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Ley de Bases: Pymes reclaman al Congreso que se rechacen los beneficios para grandes inversiones&amp;location=https://www.iprofesional.com/economia/406015-ley-de-bases-pymes-reclaman-al-congreso-un-freno-a-beneficios-para-grandes-inversiones&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 14:59:00 -0300",Aseguran que será el final del sector por las ventajas competitivas que se le otorgan a las grandes empresas. Qué dijeron de las importaciones,NEU,análisis macroeconómico,0.6309669017791748
www.iprofesional.com,"Salud complicada: peligra la colocación de stents, faltan medicamentos y hay más demanda en hospitales públicos","
                        
                        Profesionales de la atención cardiológica expusieron graves dificultades para seguir dando tratamientos y migración de médicos. Faltan repuestos importados
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Salud complicada: peligra la colocación de stents, faltan medicamentos y hay más demanda en hospitales públicos&amp;location=https://www.iprofesional.com/negocios/406005-salud-peligra-la-colocacion-de-stents-y-faltan-medicamentos&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 13:10:00 -0300",Profesionales de la atención cardiológica expusieron graves dificultades para seguir dando tratamientos y migración de médicos. Faltan repuestos importados,NEG,análisis macroeconómico,0.4122745990753174
www.iprofesional.com,Hot Sale: qué derechos tiene el consumidor para que se respeten las ofertas,"
                        
                        Falta de stock, precios inflados o precios que varían justo al momento de pagar son solo algunas de las quejas que copan las redes sociales
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Hot Sale: qué derechos tiene el consumidor para que se respeten las ofertas&amp;location=https://www.iprofesional.com/legales/405999-hot-sale-que-derechos-tiene-el-consumidor-para-que-se-respeten-las-ofertas&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 12:12:00 -0300","Falta de stock, precios inflados o precios que varían justo al momento de pagar son solo algunas de las quejas que copan las redes sociales",NEG,políticas monetarias,0.5385210514068604
www.iprofesional.com,Créditos hipotecarios UVA con cláusula anti-inflación: cuáles son y qué bancos los ofrecen,"
                        
                        Todas las propuestas son en sistemas de ajuste mediante la UVA que publica el Gobierno todos los días para actualizar los valores del capital y las cuotas
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Créditos hipotecarios UVA con cláusula anti-inflación: cuáles son y qué bancos los ofrecen&amp;location=https://www.iprofesional.com/economia/405996-creditos-hipotecarios-uva-con-clausula-anti-inflacion-cuales-son-y-que-bancos-los-ofrecen&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 11:30:00 -0300",Todas las propuestas son en sistemas de ajuste mediante la UVA que publica el Gobierno todos los días para actualizar los valores del capital y las cuotas,NEU,análisis macroeconómico,0.347424179315567
www.iprofesional.com,Piden al Banco Nación que explique las características del Créditos UVA,"
                        
                        Un proyecto fue presentado en el Congreso para que el Banco Nación de detalles claros sobre sus créditos UVA. Creen que los bancos toman ""riesgo cero""
                                                    <iframe width=""0"" height=""0"" border=""0"">
                                <script>
                                    (function(i,s,o,g,r,a,m){i['GoogleAnalyticsObject']=r;i[r]=i[r]||function(){ (i[r].q=i[r].q||[]).push(arguments)},i[r].l=1*new Date();a=s.createElement(o), m=s.getElementsByTagName(o)[0];a.async=1;a.src=g;m.parentNode.insertBefore(a,m) })(window,document,'script','https://www.google-analytics.com/analytics.js','ga');
                                    ga('create', 'GTM-5LW5KQD', 'auto');
                                    ga('require', 'displayfeatures');
                                    ga('set', 'campaignSource', 'RSS Client for iProfesional');
                                    ga('set', 'campaignMedium', 'RSS Client for iProfesional');
                                    ga('set', {""dataSource"": ""rss.atom.iprofesional.com""});
                                    ga('set', {""referrer"": ""rss.atom.iprofesional.com""});
                                    ga('set', 'title', 'RSS Client for iProfesional');
                                    ga('send', 'pageview');
                                </script>
                                                                <!-- Begin comScore Tag -->
                                <script>
                                    var _comscore = _comscore || [];
                                    _comscore.push({ c1: ""2"", c2: ""16597048"" });
                                    (function() {
                                        var s = document.createElement(""script""), el = document.getElementsByTagName(""script"")[0]; s.async = true;
                                        s.src = ""https://sb.scorecardresearch.com/cs/16597048/beacon.js"";
                                        el.parentNode.insertBefore(s, el);
                                    })();
                                </script>
                                <noscript>
                                    <img src=""https://sb.scorecardresearch.com/p?c1=2&amp;c2=16597048&amp;cv=3.6.0&amp;cj=1"">
                                </noscript>
                                <!-- End comScore Tag -->
                                                            </iframe>
                            <iframe border=""0px"" style=""display: none"" width=0 height=0 src=""https://www.iprofesional.com/ga4.html?gtag_id=G-N13KWJP8BK&amp;title=Piden al Banco Nación que explique las características del Créditos UVA&amp;location=https://www.iprofesional.com/politica/405993-creditos-uva-piden-que-el-banco-nacion-explique-las-caracteristicas-del-prestamo&amp;referrer=rss.atom.iprofesional.com&amp;ci=RSS Client for iProfesional&amp;cs=RSS Client for iProfesional&amp;cm=RSS&amp;cn=RSS Client for iProfesional&amp;cc=RSS Client for iProfesional""></iframe>
                                                
                    ","Tue, 14 May 2024 11:30:00 -0300","Un proyecto fue presentado en el Congreso para que el Banco Nación de detalles claros sobre sus créditos UVA. Creen que los bancos toman ""riesgo cero""",NEG,análisis macroeconómico,0.48277077078819275
